,A,Q,Context,len_Context,label
23491,"Go, go, go!","No, Lisa. We're both in the...","Need a ride back to campus? Aren't you in college? See you tomorrow, Lisa! We find out what five minus three is! No, Lisa. We're both in the...",4.0,0.0
23497,Non-dairy?,It's gonna be great. The three of us could split a scone.,"Hey, where's my keg? Who's Mom? Hey, you doing anything tomorrow night? Robert Pinsky's reading at Caf̩ Kafka. It's gonna be great. The three of us could split a scone.",4.0,0.0
23498,I'll see you tomorrow!,I TAKE A WHISKEY DRINK / I TAKE A CHOCOLATE DRINK / AND WHEN I HAVE TO PEE / I USE THE KITCHEN SINK / I SING THE SONG THAT REMINDS ME I'M A URINATING GUY! FLEX! FLEX! FLEX! FLEX! FLEX! FLEX! FLEX!,"Who's Mom? Hey, you doing anything tomorrow night? Robert Pinsky's reading at Caf̩ Kafka. It's gonna be great. The three of us could split a scone. I TAKE A WHISKEY DRINK / I TAKE A CHOCOLATE DRINK / AND WHEN I HAVE TO PEE / I USE THE KITCHEN SINK / I SING THE SONG THAT REMINDS ME I'M A URINATING GUY! FLEX! FLEX! FLEX! FLEX! FLEX! FLEX! FLEX!",4.0,0.0
23506,Well...,"Oh, and this kitchen isn't?","What the-- You earned how many credits without our permission? College is no place for a young girl with those quadrangles and study carrels and syllabi... Against my wishes! Oh, and this kitchen isn't?",4.0,0.0
23513,Really? That's wonderful. But how?,I know a way you can win back the kids at school.,"Right. Oh no, not the good cheek! Oh. The bubble makes everything shimmer and glow. You can't believe what that sunset looks like to me. Tomato, tomato. I know a way you can win back the kids at school.",4.0,0.0
23514,Well I can't do it tomorrow. There's an assembly in his honor.,All you gotta do is play a prank on the principal.,"The bubble makes everything shimmer and glow. You can't believe what that sunset looks like to me. Tomato, tomato. I know a way you can win back the kids at school. All you gotta do is play a prank on the principal.",4.0,0.0
23515,Ew! Bart!,We've got a little planning to do. Step into my office.,"Tomato, tomato. I know a way you can win back the kids at school. All you gotta do is play a prank on the principal. We've got a little planning to do. Step into my office.",4.0,0.0
23552,I had no idea Disco Stu was so complex.,"I hate disco. It's all I've talked about for so long, that people think I'm a one-note guy. It's just getting harder, you know?","But you did have violent diarrhea. Nobody open the hallway closet until I say it's okay. Of course. It was, uh... some kind of a... light rail. Taxicab Conversations... I hate disco. It's all I've talked about for so long, that people think I'm a one-note guy. It's just getting harder, you know?",4.0,0.0
23553,Another proud moment for the Simpsons.,"Talky thing, ain't ya...","Of course. It was, uh... some kind of a... light rail. Taxicab Conversations... I hate disco. It's all I've talked about for so long, that people think I'm a one-note guy. It's just getting harder, you know? Talky thing, ain't ya...",4.0,0.0
23554,That is so sweet.,"Oh, Homie...","Taxicab Conversations... I hate disco. It's all I've talked about for so long, that people think I'm a one-note guy. It's just getting harder, you know? Talky thing, ain't ya... Oh, Homie...",4.0,0.0
23555,"Have you always resented us, Dad?",A hot babe...,"I hate disco. It's all I've talked about for so long, that people think I'm a one-note guy. It's just getting harder, you know? Talky thing, ain't ya... Oh, Homie... A hot babe...",4.0,0.0
23556,Please don't say any more!,"Oh, I don't resent you, sweetheart. What I was trying to say, and maybe I didn't use the right words, was that marriage is like a coffin and each kid is another nail, but as coffins go...","Talky thing, ain't ya... Oh, Homie... A hot babe... Oh, I don't resent you, sweetheart. What I was trying to say, and maybe I didn't use the right words, was that marriage is like a coffin and each kid is another nail, but as coffins go...",4.0,0.0
23574,That's cheating! Bart cheated!,"Eh, I took this test last year. The answer key never changes. B-C-B-C-A-A-B-B-C-C-D-False-False-True-William Jennings Bryan.","Here are your math tests. Morgan, Dakota, Ashley, Dakota, Tyler, Tyler... Lisa. That's an A-minus. An ""A""? Copacetic. Eh, I took this test last year. The answer key never changes. B-C-B-C-A-A-B-B-C-C-D-False-False-True-William Jennings Bryan.",4.0,0.0
23575,I'll take Ashley!,I'll take Kyle!,"That's an A-minus. An ""A""? Copacetic. Eh, I took this test last year. The answer key never changes. B-C-B-C-A-A-B-B-C-C-D-False-False-True-William Jennings Bryan. I'll take Kyle!",4.0,0.0
23588,I'm sorry I got us lost out here.,And I'm sorry I sabotaged your flag.,"You cold? Here. Well, as far as nerdy little sisters go, you're the coolest. And I'm sorry I sabotaged your flag.",4.0,0.0
23589,I don't think I've done anything else.,"Oh, and I'm sorry I sawed the heads off your Malibu Stacy dolls. Okay, you go.","Here. Well, as far as nerdy little sisters go, you're the coolest. And I'm sorry I sabotaged your flag. Oh, and I'm sorry I sawed the heads off your Malibu Stacy dolls. Okay, you go.",4.0,0.0
23590,Yes.,"Okay, I'll go again. Remember when your bike was mangled by ""gypsies?""","Well, as far as nerdy little sisters go, you're the coolest. And I'm sorry I sabotaged your flag. Oh, and I'm sorry I sawed the heads off your Malibu Stacy dolls. Okay, you go. Okay, I'll go again. Remember when your bike was mangled by ""gypsies?""",4.0,0.0
23599,This is a Band-Aid wrapped in tin foil.,"Huh? Oh, right. Can you hold it?","Domiciles for the Destitute? Is this that thing that Jimmy Carter does? What are you laughing at, Clinton? Oh, thanks... Huh? Oh, right. Can you hold it?",4.0,0.0
23606,"Mom, do something!","Sorry, ma'am. We don't negotiate with elephants. Ready...","Hey lady, I like the way your body looks. Hey elephant, I got one word for you: Columbo! No, that's not it. Modesto! Daktari?! Nintendo??! If he bites, I'm sunk. If he swallows, I'm good. I'm on it. Sorry, ma'am. We don't negotiate with elephants. Ready...",4.0,0.0
23611,Hey Kozlov! Aim for the five hole! He's got an opening the size of Red Square.,Whatever.,"Whoa, this is gonna be the coolest basketball game ever! Now I's like Britney Spears! Fine, watch your stupid Eagles concert. Whatever.",4.0,0.0
23612,But the game's not even over!,"C'mon, Lisa. It's time to go.","Now I's like Britney Spears! Fine, watch your stupid Eagles concert. Whatever. C'mon, Lisa. It's time to go.",4.0,0.0
23613,Yeah! Go Ice-o-topes!,They've already told the skybox fans who's gonna win.,"Fine, watch your stupid Eagles concert. Whatever. C'mon, Lisa. It's time to go. They've already told the skybox fans who's gonna win.",4.0,0.0
23643,Well... this could be fun. Let's watch it.,But it's a personalized video about my favorite little star -- Lisa Simpson.,"Okay Lisa, now open the present from your father and me. I think you'll be pleasantly surprised. Well, yes and no. Mostly no. But it's a personalized video about my favorite little star -- Lisa Simpson.",4.0,0.0
23644,"I don't like McNuggets, I'm a vegetarian!",...McNuggets.,"I think you'll be pleasantly surprised. Well, yes and no. Mostly no. But it's a personalized video about my favorite little star -- Lisa Simpson. ...McNuggets.",4.0,0.0
23645,Huh?,Maggie.,"Well, yes and no. Mostly no. But it's a personalized video about my favorite little star -- Lisa Simpson. ...McNuggets. Maggie.",4.0,0.0
23646,"Dad! That information is all wrong! Maggie's a baby, not my best friend! You don't know anything about me!","Wake up, Dad.","But it's a personalized video about my favorite little star -- Lisa Simpson. ...McNuggets. Maggie. Wake up, Dad.",4.0,0.0
23647,I don't think so.,"Maggie, you're her best friend, go talk to her! Oh, what have I done? Children don't remember bad birthdays, do they? Good morning, honey. Did you cry out all your angries?","...McNuggets. Maggie. Wake up, Dad. Maggie, you're her best friend, go talk to her! Oh, what have I done? Children don't remember bad birthdays, do they? Good morning, honey. Did you cry out all your angries?",4.0,0.0
23648,"Dad, you've had eight years to get to know me. It's too late.","I did it for the insurance money. Look Lisa, I'm still trying to get to know you. Who's your favorite Traveling Wilbury? Is it Jeff Lynne?","Maggie. Wake up, Dad. Maggie, you're her best friend, go talk to her! Oh, what have I done? Children don't remember bad birthdays, do they? Good morning, honey. Did you cry out all your angries? I did it for the insurance money. Look Lisa, I'm still trying to get to know you. Who's your favorite Traveling Wilbury? Is it Jeff Lynne?",4.0,0.0
23661,How could you?,To find out everything about you so I'd seem like a good father.,"Lisa, this is from your Mom. Lisa, I can't lie to you any longer... this is all my fault. I'm the worst dad in the world. The man who framed you is a crooked detective. Who I hired! To find out everything about you so I'd seem like a good father.",4.0,0.0
23662,Let's just get some sleep.,"Well, all the childless drunks at Moe's thought it was a great idea.","Lisa, I can't lie to you any longer... this is all my fault. I'm the worst dad in the world. The man who framed you is a crooked detective. Who I hired! To find out everything about you so I'd seem like a good father. Well, all the childless drunks at Moe's thought it was a great idea.",4.0,0.0
23687,You're Baby Stink-Breath! You're Baby Stink-Breath! En Francais! Vous Etes L'enfant Stink-Breath!,Not safe for babies under two.,"Well here's another low-rated annual event -- Spring Cleaning! Come on, everyone's helping. You've gotta get rid of those Furbies. They've turned feral! Every tape is pumpkin carving. Oh my God, that's me! Not safe for babies under two.",4.0,0.0
23693,Ow! Indian burn!,Here's something to remember me by.,"How can I fit my whole life into a suitcase? Maybe if I move that thing there... perfect. With the money Dad's paying me, I rented a loft downtown. No. I assume it has hay. Here's something to remember me by.",4.0,0.0
23694,"Aw, that's so sweet.",Look at it.,"With the money Dad's paying me, I rented a loft downtown. No. I assume it has hay. Here's something to remember me by. Look at it.",4.0,0.0
23704,"This is just a kickball with ""Mars"" written on it.",And here's your prize for today: a scale model of the planet Mars.,"Stop laughing! It will scar him for life! It is kind of infectious. Lisa, ""impugn."" Shut up, Pee. That's right! Lisa Simpson, you're school champion! And here's your prize for today: a scale model of the planet Mars.",4.0,0.0
